,node_ids,timestamps,node_type_id
425,10650.0,838.0999999998855,Pyr in SP layer
426,10850.0,735.6999999999788,Pyr in SP layer
427,10900.0,592.0000000001094,Pyr in SP layer
428,11150.0,503.80000000018026,Pyr in SP layer
429,11200.0,513.1000000001811,Pyr in SP layer
430,11200.0,844.0999999998801,Pyr in SP layer
431,12050.0,506.0000000001808,Pyr in SP layer
432,12300.0,693.3000000000172,Pyr in SP layer
433,12300.0,962.3999999997724,Pyr in SP layer
434,12400.0,508.0000000001812,Pyr in SP layer
435,12400.0,621.4000000000826,Pyr in SP layer
436,12550.0,730.3999999999835,Pyr in SP layer
437,12650.0,580.8000000001197,Pyr in SP layer
438,12750.0,948.9999999997847,Pyr in SP layer
439,12850.0,745.2999999999699,Pyr in SP layer
440,12850.0,849.4999999998752,Pyr in SP layer
441,12950.0,953.8999999997802,Pyr in SP layer
442,13400.0,559.7000000001387,Pyr in SP layer
443,13400.0,960.9999999997738,Pyr in SP layer
444,13650.0,568.0000000001312,Pyr in SP layer
445,13800.0,561.9000000001367,Pyr in SP layer
446,13800.0,771.9999999999457,Pyr in SP layer
447,13800.0,959.1999999997754,Pyr in SP layer
448,13950.0,624.0000000000803,Pyr in SP layer
449,14000.0,565.5000000001335,Pyr in SP layer
450,14000.0,896.999999999832,Pyr in SP layer
451,14000.0,961.2999999997736,Pyr in SP layer
452,14150.0,680.1000000000292,Pyr in SP layer
453,14150.0,744.9999999999702,Pyr in SP layer
454,14550.0,559.6000000001388,Pyr in SP layer
455,15200.0,574.9000000001249,Pyr in SP layer
456,15300.0,567.7000000001316,Pyr in SP layer
457,15300.0,905.9999999998238,Pyr in SP layer
458,15450.0,622.5000000000816,Pyr in SP layer
459,15450.0,957.8999999997766,Pyr in SP layer
460,15550.0,511.0000000001819,Pyr in SP layer
461,15550.0,725.1999999999882,Pyr in SP layer
462,15550.0,962.0999999997728,Pyr in SP layer
463,15600.0,620.7000000000833,Pyr in SP layer
464,15650.0,683.2000000000264,Pyr in SP layer
465,15800.0,504.7000000001805,Pyr in SP layer
466,15900.0,904.9999999998247,Pyr in SP layer
467,16000.0,682.9000000000268,Pyr in SP layer
468,16050.0,735.499999999979,Pyr in SP layer
469,16050.0,778.2999999999399,Pyr in SP layer
470,16500.0,680.7000000000288,Pyr in SP layer
471,16500.0,905.7999999998241,Pyr in SP layer
472,16500.0,957.7999999997768,Pyr in SP layer
473,16550.0,569.1000000001302,Pyr in SP layer
474,16550.0,726.7999999999868,Pyr in SP layer
475,16800.0,733.8999999999803,Pyr in SP layer
476,17050.0,505.3000000001806,Pyr in SP layer
477,17050.0,767.0999999999501,Pyr in SP layer
478,17050.0,839.799999999884,Pyr in SP layer
479,17050.0,964.099999999771,Pyr in SP layer
480,17100.0,623.9000000000804,Pyr in SP layer
481,17100.0,898.1999999998309,Pyr in SP layer
482,17200.0,581.5000000001189,Pyr in SP layer
483,17350.0,621.2000000000828,Pyr in SP layer
484,17350.0,897.2999999998317,Pyr in SP layer
485,17650.0,623.1000000000811,Pyr in SP layer
486,17650.0,737.3999999999771,Pyr in SP layer
487,17650.0,881.0999999998463,Pyr in SP layer
488,17700.0,919.099999999812,Pyr in SP layer
489,17750.0,564.3000000001347,Pyr in SP layer
490,17750.0,622.100000000082,Pyr in SP layer
491,17950.0,918.899999999812,Pyr in SP layer
492,18000.0,501.40000000017966,AAC in SP layer
493,18000.0,508.3000000001813,AAC in SP layer
494,18000.0,558.6000000001397,AAC in SP layer
495,18000.0,614.400000000089,AAC in SP layer
496,18000.0,701.10000000001,AAC in SP layer
497,18000.0,771.9999999999457,AAC in SP layer
498,18000.0,845.9999999998784,AAC in SP layer
499,18000.0,957.2999999997772,AAC in SP layer
500,18100.0,573.9000000001257,PV in SP layer
501,18100.0,805.8999999999147,PV in SP layer
502,18100.0,963.8999999997712,PV in SP layer
503,18150.0,503.1000000001801,PV in SP layer
504,18150.0,571.3000000001283,PV in SP layer
505,18150.0,626.4000000000781,PV in SP layer
506,18150.0,780.9999999999375,PV in SP layer
507,18150.0,846.8999999998774,PV in SP layer
508,18150.0,904.2999999998253,PV in SP layer
509,18150.0,964.5999999997704,PV in SP layer
510,18200.0,507.9000000001812,PV in SP layer
511,18200.0,624.1000000000803,PV in SP layer
512,18200.0,957.0999999997772,PV in SP layer
513,18250.0,552.800000000145,PV in SP layer
514,18250.0,589.0000000001122,PV in SP layer
515,18250.0,622.5000000000816,PV in SP layer
516,18250.0,680.5000000000289,PV in SP layer
517,18250.0,733.7999999999803,PV in SP layer
518,18250.0,777.7999999999404,PV in SP layer
519,18250.0,874.999999999852,PV in SP layer
520,18250.0,965.0999999997699,PV in SP layer
521,0.0,1219.4999999995387,AAC in SO layer
522,0.0,1388.0999999993853,AAC in SO layer
523,50.0,1012.5999999997267,OLM in SO layer
524,50.0,1018.4999999997217,OLM in SO layer
525,50.0,1025.599999999715,OLM in SO layer
526,50.0,1036.0999999997057,OLM in SO layer
527,50.0,1051.0999999996918,OLM in SO layer
528,50.0,1067.6999999996767,OLM in SO layer
529,50.0,1074.8999999996702,OLM in SO layer
530,50.0,1080.9999999996646,OLM in SO layer
531,50.0,1088.8999999996574,OLM in SO layer
532,50.0,1100.9999999996462,OLM in SO layer
533,50.0,1116.9999999996319,OLM in SO layer
534,50.0,1134.3999999996158,OLM in SO layer
535,50.0,1142.8999999996086,OLM in SO layer
536,50.0,1163.8999999995892,OLM in SO layer
537,50.0,1181.9999999995728,OLM in SO layer
538,50.0,1200.9999999995555,OLM in SO layer
539,50.0,1210.399999999547,OLM in SO layer
540,50.0,1217.89999999954,OLM in SO layer
541,50.0,1227.1999999995317,OLM in SO layer
542,50.0,1237.0999999995227,OLM in SO layer
543,50.0,1249.6999999995112,OLM in SO layer
544,50.0,1259.3999999995026,OLM in SO layer
545,50.0,1266.299999999496,OLM in SO layer
546,50.0,1279.699999999484,OLM in SO layer
547,50.0,1293.0999999994715,OLM in SO layer
548,50.0,1307.7999999994586,OLM in SO layer
549,50.0,1322.499999999445,OLM in SO layer
550,50.0,1328.6999999994393,OLM in SO layer
551,50.0,1336.2999999994324,OLM in SO layer
552,50.0,1346.8999999994228,OLM in SO layer
553,50.0,1361.999999999409,OLM in SO layer
554,50.0,1375.4999999993968,OLM in SO layer
555,50.0,1384.6999999993884,OLM in SO layer
556,50.0,1399.1999999993752,OLM in SO layer
557,50.0,1411.1999999993645,OLM in SO layer
558,50.0,1424.9999999993518,OLM in SO layer
559,50.0,1435.5999999993421,OLM in SO layer
560,50.0,1442.5999999993355,OLM in SO layer
561,50.0,1450.8999999993282,OLM in SO layer
562,50.0,1464.0999999993162,OLM in SO layer
563,50.0,1481.1999999993006,OLM in SO layer
564,50.0,1495.1999999992881,OLM in SO layer
565,100.0,1015.7999999997239,OLM in SO layer
566,100.0,1068.1999999996763,OLM in SO layer
567,100.0,1078.0999999996673,OLM in SO layer
568,100.0,1123.8999999996256,OLM in SO layer
569,100.0,1136.3999999996142,OLM in SO layer
570,100.0,1145.1999999996062,OLM in SO layer
571,100.0,1205.7999999995513,OLM in SO layer
572,100.0,1253.8999999995074,OLM in SO layer
573,100.0,1279.4999999994839,OLM in SO layer
